"Plot Title: Deadwood_lvl"
"#","Date Time, GMT-08:00","Abs Pres, kPa (LGR S/N: 21367987, SEN S/N: 21367987)","Temp, °C (LGR S/N: 21367987, SEN S/N: 21367987)","Coupler Detached (LGR S/N: 21367987)","Coupler Attached (LGR S/N: 21367987)","Host Connected (LGR S/N: 21367987)","End Of File (LGR S/N: 21367987)"
1577,02/13/25 11:00:00 PM,100.954,0.010,,,,
1578,02/13/25 11:15:00 PM,100.969,0.010,,,,
1579,02/13/25 11:30:00 PM,100.984,0.010,,,,
1580,02/13/25 11:45:00 PM,100.984,0.010,,,,
1581,02/14/25 12:00:00 AM,101.029,0.010,,,,
1582,02/14/25 12:15:00 AM,101.014,0.010,,,,
1583,02/14/25 12:30:00 AM,101.059,0.010,,,,
1584,02/14/25 12:45:00 AM,101.059,0.010,,,,
1585,02/14/25 01:00:00 AM,101.075,0.010,,,,
1586,02/14/25 01:15:00 AM,101.090,0.010,,,,
1587,02/14/25 01:30:00 AM,101.090,0.010,,,,
1588,02/14/25 01:45:00 AM,101.105,0.010,,,,
1589,02/14/25 02:00:00 AM,101.120,0.010,,,,
1590,02/14/25 02:15:00 AM,101.150,0.010,,,,
1591,02/14/25 02:30:00 AM,101.180,0.010,,,,
1592,02/14/25 02:45:00 AM,101.195,0.010,,,,
1593,02/14/25 03:00:00 AM,101.195,0.010,,,,
1594,02/14/25 03:15:00 AM,101.210,0.010,,,,
1595,02/14/25 03:30:00 AM,101.271,0.010,,,,
1596,02/14/25 03:45:00 AM,101.255,0.010,,,,
1597,02/14/25 04:00:00 AM,101.286,0.010,,,,
1598,02/14/25 04:15:00 AM,101.301,0.010,,,,
1599,02/14/25 04:30:00 AM,101.316,0.010,,,,
1600,02/14/25 04:45:00 AM,101.361,0.010,,,,
1601,02/14/25 05:00:00 AM,101.361,0.010,,,,
1602,02/14/25 05:15:00 AM,101.376,0.010,,,,
1603,02/14/25 05:30:00 AM,101.391,0.010,,,,
1604,02/14/25 05:45:00 AM,101.421,0.010,,,,
1605,02/14/25 06:00:00 AM,101.482,0.010,,,,
1606,02/14/25 06:15:00 AM,101.527,0.010,,,,
1607,02/14/25 06:30:00 AM,101.570,-0.102,,,,
1608,02/14/25 06:45:00 AM,101.633,0.010,,,,
1609,02/14/25 07:00:00 AM,101.633,0.010,,,,
1610,02/14/25 07:15:00 AM,101.693,0.010,,,,
1611,02/14/25 07:30:00 AM,101.723,0.010,,,,
1612,02/14/25 07:45:00 AM,101.753,0.010,,,,
1613,02/14/25 08:00:00 AM,101.814,0.010,,,,
1614,02/14/25 08:15:00 AM,101.829,0.010,,,,
1615,02/14/25 08:30:00 AM,101.904,0.010,,,,
1616,02/14/25 08:45:00 AM,101.964,0.010,,,,
1617,02/14/25 09:00:00 AM,101.979,0.010,,,,
1618,02/14/25 09:15:00 AM,102.010,0.010,,,,
1619,02/14/25 09:30:00 AM,102.055,0.010,,,,
1620,02/14/25 09:45:00 AM,102.085,0.010,,,,
1621,02/14/25 10:00:00 AM,102.160,0.010,,,,
1622,02/14/25 10:15:00 AM,102.236,0.010,,,,
1623,02/14/25 10:30:00 AM,102.296,0.010,,,,
1624,02/14/25 10:45:00 AM,102.236,0.010,,,,
1625,02/14/25 11:00:00 AM,102.206,0.010,,,,
1626,02/14/25 11:15:00 AM,102.145,0.010,,,,
1627,02/14/25 11:30:00 AM,102.193,0.121,,,,
1628,02/14/25 11:45:00 AM,102.194,0.232,,,,
1629,02/14/25 12:00:00 PM,102.210,0.232,,,,
1630,02/14/25 12:15:00 PM,102.181,0.343,,,,
1631,02/14/25 12:30:00 PM,102.183,0.453,,,,
1632,02/14/25 12:45:00 PM,102.185,0.563,,,,
1633,02/14/25 01:00:00 PM,102.200,0.563,,,,
1634,02/14/25 01:15:00 PM,102.232,0.674,,,,
1635,02/14/25 01:30:00 PM,102.232,0.674,,,,
1636,02/14/25 01:45:00 PM,102.247,0.674,,,,
1637,02/14/25 02:00:00 PM,102.278,0.674,,,,
1638,02/14/25 02:15:00 PM,102.308,0.674,,,,
1639,02/14/25 02:30:00 PM,102.338,0.674,,,,
1640,02/14/25 02:45:00 PM,102.398,0.674,,,,
1641,02/14/25 03:00:00 PM,102.429,0.674,,,,
1642,02/14/25 03:15:00 PM,102.474,0.674,,,,
1643,02/14/25 03:30:00 PM,102.519,0.674,,,,
1644,02/14/25 03:45:00 PM,102.549,0.674,,,,
1645,02/14/25 04:00:00 PM,102.595,0.674,,,,
1646,02/14/25 04:15:00 PM,102.625,0.674,,,,
1647,02/14/25 04:30:00 PM,102.640,0.674,,,,
1648,02/14/25 04:45:00 PM,102.700,0.674,,,,
1649,02/14/25 05:00:00 PM,102.715,0.674,,,,
1650,02/14/25 05:15:00 PM,102.730,0.674,,,,
1651,02/14/25 05:30:00 PM,102.730,0.674,,,,
1652,02/14/25 05:45:00 PM,102.761,0.674,,,,
1653,02/14/25 06:00:00 PM,102.776,0.674,,,,
1654,02/14/25 06:15:00 PM,102.806,0.674,,,,
1655,02/14/25 06:30:00 PM,102.821,0.674,,,,
1656,02/14/25 06:45:00 PM,102.821,0.674,,,,
1657,02/14/25 07:00:00 PM,102.836,0.674,,,,
1658,02/14/25 07:15:00 PM,102.896,0.674,,,,
1659,02/14/25 07:30:00 PM,102.911,0.674,,,,
1660,02/14/25 07:45:00 PM,102.927,0.674,,,,
1661,02/14/25 08:00:00 PM,102.942,0.674,,,,
1662,02/14/25 08:15:00 PM,102.987,0.674,,,,
1663,02/14/25 08:30:00 PM,103.002,0.674,,,,
1664,02/14/25 08:45:00 PM,103.032,0.674,,,,
1665,02/14/25 09:00:00 PM,103.047,0.674,,,,
1666,02/14/25 09:15:00 PM,103.091,0.563,,,,
1667,02/14/25 09:30:00 PM,103.121,0.563,,,,
1668,02/14/25 09:45:00 PM,103.121,0.563,,,,
1669,02/14/25 10:00:00 PM,103.136,0.563,,,,
1670,02/14/25 10:15:00 PM,103.151,0.563,,,,
1671,02/14/25 10:30:00 PM,103.181,0.563,,,,
1672,02/14/25 10:45:00 PM,103.151,0.563,,,,
1673,02/14/25 11:00:00 PM,103.151,0.563,,,,
1674,02/14/25 11:15:00 PM,103.166,0.563,,,,
1675,02/14/25 11:30:00 PM,103.166,0.563,,,,
1676,02/14/25 11:45:00 PM,103.196,0.563,,,,
1677,02/15/25 12:00:00 AM,103.211,0.563,,,,
1678,02/15/25 12:15:00 AM,103.242,0.563,,,,
1679,02/15/25 12:30:00 AM,103.226,0.563,,,,
1680,02/15/25 12:45:00 AM,103.257,0.563,,,,
1681,02/15/25 01:00:00 AM,103.272,0.563,,,,
1682,02/15/25 01:15:00 AM,103.272,0.563,,,,
1683,02/15/25 01:30:00 AM,103.257,0.563,,,,
1684,02/15/25 01:45:00 AM,103.257,0.563,,,,
1685,02/15/25 02:00:00 AM,103.226,0.563,,,,
1686,02/15/25 02:15:00 AM,103.272,0.563,,,,
1687,02/15/25 02:30:00 AM,103.287,0.563,,,,
1688,02/15/25 02:45:00 AM,103.272,0.563,,,,
1689,02/15/25 03:00:00 AM,103.302,0.563,,,,
1690,02/15/25 03:15:00 AM,103.287,0.563,,,,
1691,02/15/25 03:30:00 AM,103.272,0.563,,,,
1692,02/15/25 03:45:00 AM,103.257,0.563,,,,
1693,02/15/25 04:00:00 AM,103.272,0.563,,,,
1694,02/15/25 04:15:00 AM,103.257,0.563,,,,
1695,02/15/25 04:30:00 AM,103.242,0.563,,,,
1696,02/15/25 04:45:00 AM,103.259,0.674,,,,
1697,02/15/25 05:00:00 AM,103.243,0.674,,,,
1698,02/15/25 05:15:00 AM,103.274,0.674,,,,
1699,02/15/25 05:30:00 AM,103.259,0.674,,,,
1700,02/15/25 05:45:00 AM,103.259,0.674,,,,
1701,02/15/25 06:00:00 AM,103.243,0.674,,,,
1702,02/15/25 06:15:00 AM,103.259,0.674,,,,
1703,02/15/25 06:30:00 AM,103.259,0.674,,,,
1704,02/15/25 06:45:00 AM,103.228,0.674,,,,
1705,02/15/25 07:00:00 AM,103.243,0.674,,,,
1706,02/15/25 07:15:00 AM,103.213,0.674,,,,
1707,02/15/25 07:30:00 AM,103.230,0.784,,,,
1708,02/15/25 07:45:00 AM,103.215,0.784,,,,
1709,02/15/25 08:00:00 AM,103.200,0.784,,,,
1710,02/15/25 08:15:00 AM,103.215,0.784,,,,
1711,02/15/25 08:30:00 AM,103.200,0.784,,,,
1712,02/15/25 08:45:00 AM,103.185,0.784,,,,
1713,02/15/25 09:00:00 AM,103.187,0.893,,,,
1714,02/15/25 09:15:00 AM,103.172,0.893,,,,
1715,02/15/25 09:30:00 AM,103.157,0.893,,,,
1716,02/15/25 09:45:00 AM,103.172,0.893,,,,
1717,02/15/25 10:00:00 AM,103.174,1.003,,,,
1718,02/15/25 10:15:00 AM,103.174,1.003,,,,
1719,02/15/25 10:30:00 AM,103.159,1.003,,,,
1720,02/15/25 10:45:00 AM,103.176,1.112,,,,
1721,02/15/25 11:00:00 AM,103.161,1.112,,,,
1722,02/15/25 11:15:00 AM,103.131,1.112,,,,
1723,02/15/25 11:30:00 AM,103.131,1.112,,,,
1724,02/15/25 11:45:00 AM,103.117,1.221,,,,
1725,02/15/25 12:00:00 PM,103.087,1.221,,,,
1726,02/15/25 12:15:00 PM,103.057,1.221,,,,
1727,02/15/25 12:30:00 PM,103.074,1.330,,,,
1728,02/15/25 12:45:00 PM,103.029,1.330,,,,
1729,02/15/25 01:00:00 PM,103.044,1.330,,,,
1730,02/15/25 01:15:00 PM,103.014,1.330,,,,
1731,02/15/25 01:30:00 PM,102.983,1.330,,,,
1732,02/15/25 01:45:00 PM,102.968,1.330,,,,
1733,02/15/25 02:00:00 PM,102.940,1.439,,,,
1734,02/15/25 02:15:00 PM,102.940,1.439,,,,
1735,02/15/25 02:30:00 PM,102.880,1.439,,,,
1736,02/15/25 02:45:00 PM,102.819,1.439,,,,
1737,02/15/25 03:00:00 PM,102.804,1.439,,,,
1738,02/15/25 03:15:00 PM,102.804,1.439,,,,
1739,02/15/25 03:30:00 PM,102.774,1.439,,,,
1740,02/15/25 03:45:00 PM,102.744,1.439,,,,
1741,02/15/25 04:00:00 PM,102.716,1.548,,,,
1742,02/15/25 04:15:00 PM,102.716,1.548,,,,
1743,02/15/25 04:30:00 PM,102.685,1.548,,,,
1744,02/15/25 04:45:00 PM,102.685,1.548,,,,
1745,02/15/25 05:00:00 PM,102.685,1.548,,,,
1746,02/15/25 05:15:00 PM,102.655,1.548,,,,
1747,02/15/25 05:30:00 PM,102.670,1.548,,,,
1748,02/15/25 05:45:00 PM,102.625,1.548,,,,
1749,02/15/25 06:00:00 PM,102.610,1.548,,,,
1750,02/15/25 06:15:00 PM,102.595,1.548,,,,
1751,02/15/25 06:30:00 PM,102.593,1.439,,,,
1752,02/15/25 06:45:00 PM,102.578,1.439,,,,
1753,02/15/25 07:00:00 PM,102.548,1.439,,,,
1754,02/15/25 07:15:00 PM,102.517,1.439,,,,
1755,02/15/25 07:30:00 PM,102.517,1.439,,,,
1756,02/15/25 07:45:00 PM,102.472,1.439,,,,
1757,02/15/25 08:00:00 PM,102.472,1.439,,,,
1758,02/15/25 08:15:00 PM,102.442,1.439,,,,
1759,02/15/25 08:30:00 PM,102.472,1.439,,,,
1760,02/15/25 08:45:00 PM,102.457,1.439,,,,
1761,02/15/25 09:00:00 PM,102.442,1.439,,,,
1762,02/15/25 09:15:00 PM,102.412,1.439,,,,
1763,02/15/25 09:30:00 PM,102.395,1.330,,,,
1764,02/15/25 09:45:00 PM,102.440,1.330,,,,
1765,02/15/25 10:00:00 PM,102.408,1.221,,,,
1766,02/15/25 10:15:00 PM,102.378,1.221,,,,
1767,02/15/25 10:30:00 PM,102.348,1.221,,,,
1768,02/15/25 10:45:00 PM,102.363,1.221,,,,
1769,02/15/25 11:00:00 PM,102.317,1.221,,,,
1770,02/15/25 11:15:00 PM,102.317,1.221,,,,
1771,02/15/25 11:30:00 PM,102.315,1.112,,,,
1772,02/15/25 11:45:00 PM,102.268,1.003,,,,
1773,02/16/25 12:00:00 AM,102.283,1.003,,,,
1774,02/16/25 12:15:00 AM,102.266,0.893,,,,
1775,02/16/25 12:30:00 AM,102.251,0.893,,,,
1776,02/16/25 12:45:00 AM,102.236,0.893,,,,
1777,02/16/25 01:00:00 AM,102.236,0.893,,,,
1778,02/16/25 01:15:00 AM,102.238,1.003,,,,
1779,02/16/25 01:30:00 AM,102.223,1.003,,,,
1780,02/16/25 01:45:00 AM,102.208,1.003,,,,
1781,02/16/25 02:00:00 AM,102.223,1.003,,,,
1782,02/16/25 02:15:00 AM,102.178,1.003,,,,
1783,02/16/25 02:30:00 AM,102.208,1.003,,,,
1784,02/16/25 02:45:00 AM,102.193,1.003,,,,
1785,02/16/25 03:00:00 AM,102.180,1.112,,,,
1786,02/16/25 03:15:00 AM,102.180,1.112,,,,
1787,02/16/25 03:30:00 AM,102.165,1.112,,,,
1788,02/16/25 03:45:00 AM,102.180,1.112,,,,
1789,02/16/25 04:00:00 AM,102.149,1.112,,,,
1790,02/16/25 04:15:00 AM,102.134,1.112,,,,
1791,02/16/25 04:30:00 AM,102.149,1.112,,,,
1792,02/16/25 04:45:00 AM,102.166,1.221,,,,
1793,02/16/25 05:00:00 AM,102.166,1.221,,,,
1794,02/16/25 05:15:00 AM,102.166,1.221,,,,
1795,02/16/25 05:30:00 AM,102.166,1.221,,,,
1796,02/16/25 05:45:00 AM,102.151,1.221,,,,
1797,02/16/25 06:00:00 AM,102.166,1.221,,,,
1798,02/16/25 06:15:00 AM,102.166,1.221,,,,
1799,02/16/25 06:30:00 AM,102.166,1.221,,,,
1800,02/16/25 06:45:00 AM,102.151,1.221,,,,
1801,02/16/25 07:00:00 AM,102.166,1.221,,,,
1802,02/16/25 07:15:00 AM,102.151,1.221,,,,
1803,02/16/25 07:30:00 AM,102.151,1.221,,,,
1804,02/16/25 07:45:00 AM,102.151,1.221,,,,
1805,02/16/25 08:00:00 AM,102.138,1.330,,,,
1806,02/16/25 08:15:00 AM,102.153,1.330,,,,
1807,02/16/25 08:30:00 AM,102.153,1.330,,,,
1808,02/16/25 08:45:00 AM,102.153,1.330,,,,
1809,02/16/25 09:00:00 AM,102.153,1.330,,,,
1810,02/16/25 09:15:00 AM,102.168,1.330,,,,
1811,02/16/25 09:30:00 AM,102.138,1.330,,,,
1812,02/16/25 09:45:00 AM,102.185,1.439,,,,
1813,02/16/25 10:00:00 AM,102.170,1.439,,,,
1814,02/16/25 10:15:00 AM,102.170,1.439,,,,
1815,02/16/25 10:30:00 AM,102.185,1.439,,,,
1816,02/16/25 10:45:00 AM,102.155,1.439,,,,
1817,02/16/25 11:00:00 AM,102.172,1.548,,,,
1818,02/16/25 11:15:00 AM,102.157,1.548,,,,
1819,02/16/25 11:30:00 AM,102.157,1.548,,,,
1820,02/16/25 11:45:00 AM,102.174,1.656,,,,
1821,02/16/25 12:00:00 PM,102.159,1.656,,,,
1822,02/16/25 12:15:00 PM,102.114,1.656,,,,
1823,02/16/25 12:30:00 PM,102.116,1.764,,,,
1824,02/16/25 12:45:00 PM,102.101,1.764,,,,
1825,02/16/25 01:00:00 PM,102.101,1.764,,,,
1826,02/16/25 01:15:00 PM,102.103,1.872,,,,
1827,02/16/25 01:30:00 PM,102.087,1.872,,,,
1828,02/16/25 01:45:00 PM,102.087,1.872,,,,
1829,02/16/25 02:00:00 PM,102.089,1.980,,,,
1830,02/16/25 02:15:00 PM,102.074,1.980,,,,
1831,02/16/25 02:30:00 PM,102.074,1.980,,,,
1832,02/16/25 02:45:00 PM,102.059,1.980,,,,
1833,02/16/25 03:00:00 PM,102.059,1.980,,,,
1834,02/16/25 03:15:00 PM,102.091,2.088,,,,
1835,02/16/25 03:30:00 PM,102.074,1.980,,,,
1836,02/16/25 03:45:00 PM,102.074,1.980,,,,
1837,02/16/25 04:00:00 PM,102.074,1.980,,,,
1838,02/16/25 04:15:00 PM,102.044,1.980,,,,
1839,02/16/25 04:30:00 PM,102.074,1.980,,,,
1840,02/16/25 04:45:00 PM,102.074,1.980,,,,
1841,02/16/25 05:00:00 PM,102.089,1.980,,,,
1842,02/16/25 05:15:00 PM,102.089,1.980,,,,
1843,02/16/25 05:30:00 PM,102.104,1.980,,,,
1844,02/16/25 05:45:00 PM,102.104,1.980,,,,
1845,02/16/25 06:00:00 PM,102.120,1.980,,,,
1846,02/16/25 06:15:00 PM,102.135,1.980,,,,
1847,02/16/25 06:30:00 PM,102.135,1.980,,,,
1848,02/16/25 06:45:00 PM,102.150,1.980,,,,
1849,02/16/25 07:00:00 PM,102.180,1.980,,,,
1850,02/16/25 07:15:00 PM,102.165,1.980,,,,
1851,02/16/25 07:30:00 PM,102.180,1.980,,,,
1852,02/16/25 07:45:00 PM,102.165,1.980,,,,
1853,02/16/25 08:00:00 PM,102.148,1.872,,,,
1854,02/16/25 08:15:00 PM,102.163,1.872,,,,
1855,02/16/25 08:30:00 PM,102.163,1.872,,,,
1856,02/16/25 08:45:00 PM,102.163,1.872,,,,
1857,02/16/25 09:00:00 PM,102.178,1.872,,,,
1858,02/16/25 09:15:00 PM,102.193,1.872,,,,
1859,02/16/25 09:30:00 PM,102.193,1.872,,,,
1860,02/16/25 09:45:00 PM,102.193,1.872,,,,
1861,02/16/25 10:00:00 PM,102.208,1.872,,,,
1862,02/16/25 10:15:00 PM,102.193,1.872,,,,
1863,02/16/25 10:30:00 PM,102.206,1.764,,,,
1864,02/16/25 10:45:00 PM,102.206,1.764,,,,
1865,02/16/25 11:00:00 PM,102.221,1.764,,,,
1866,02/16/25 11:15:00 PM,102.191,1.764,,,,
1867,02/16/25 11:30:00 PM,102.206,1.764,,,,
1868,02/16/25 11:45:00 PM,102.191,1.764,,,,
1869,02/17/25 12:00:00 AM,102.191,1.764,,,,
1870,02/17/25 12:15:00 AM,102.221,1.764,,,,
1871,02/17/25 12:30:00 AM,102.176,1.764,,,,
1872,02/17/25 12:45:00 AM,102.191,1.764,,,,
1873,02/17/25 01:00:00 AM,102.221,1.764,,,,
1874,02/17/25 01:15:00 AM,102.206,1.764,,,,
1875,02/17/25 01:30:00 AM,102.236,1.764,,,,
1876,02/17/25 01:45:00 AM,102.252,1.764,,,,
1877,02/17/25 02:00:00 AM,102.235,1.656,,,,
1878,02/17/25 02:15:00 AM,102.265,1.656,,,,
1879,02/17/25 02:30:00 AM,102.265,1.656,,,,
1880,02/17/25 02:45:00 AM,102.235,1.656,,,,
1881,02/17/25 03:00:00 AM,102.280,1.656,,,,
1882,02/17/25 03:15:00 AM,102.280,1.656,,,,
1883,02/17/25 03:30:00 AM,102.265,1.656,,,,
1884,02/17/25 03:45:00 AM,102.265,1.656,,,,
1885,02/17/25 04:00:00 AM,102.265,1.656,,,,
1886,02/17/25 04:15:00 AM,102.265,1.656,,,,
1887,02/17/25 04:30:00 AM,102.265,1.656,,,,
1888,02/17/25 04:45:00 AM,102.310,1.656,,,,
1889,02/17/25 05:00:00 AM,102.325,1.656,,,,
1890,02/17/25 05:15:00 AM,102.310,1.656,,,,
1891,02/17/25 05:30:00 AM,102.325,1.656,,,,
1892,02/17/25 05:45:00 AM,102.325,1.656,,,,
1893,02/17/25 06:00:00 AM,102.340,1.656,,,,
1894,02/17/25 06:15:00 AM,102.355,1.656,,,,
1895,02/17/25 06:30:00 AM,102.355,1.656,,,,
1896,02/17/25 06:45:00 AM,102.355,1.656,,,,
1897,02/17/25 07:00:00 AM,102.325,1.656,,,,
1898,02/17/25 07:15:00 AM,102.370,1.656,,,,
1899,02/17/25 07:30:00 AM,102.370,1.656,,,,
1900,02/17/25 07:45:00 AM,102.385,1.656,,,,
1901,02/17/25 08:00:00 AM,102.416,1.656,,,,
1902,02/17/25 08:15:00 AM,102.401,1.656,,,,
1903,02/17/25 08:30:00 AM,102.401,1.656,,,,
1904,02/17/25 08:45:00 AM,102.431,1.656,,,,
1905,02/17/25 09:00:00 AM,102.418,1.764,,,,
1906,02/17/25 09:15:00 AM,102.478,1.764,,,,
1907,02/17/25 09:30:00 AM,102.448,1.764,,,,
1908,02/17/25 09:45:00 AM,102.463,1.764,,,,
1909,02/17/25 10:00:00 AM,102.465,1.872,,,,
1910,02/17/25 10:15:00 AM,102.465,1.872,,,,
1911,02/17/25 10:30:00 AM,102.465,1.872,,,,
1912,02/17/25 10:45:00 AM,102.482,1.980,,,,
1913,02/17/25 11:00:00 AM,102.497,1.980,,,,
1914,02/17/25 11:15:00 AM,102.512,1.980,,,,
1915,02/17/25 11:30:00 AM,102.514,2.088,,,,
1916,02/17/25 11:45:00 AM,102.544,2.088,,,,
1917,02/17/25 12:00:00 PM,102.576,2.195,,,,
1918,02/17/25 12:15:00 PM,102.548,2.303,,,,
1919,02/17/25 12:30:00 PM,102.535,2.410,,,,
1920,02/17/25 12:45:00 PM,102.552,2.517,,,,
1921,02/17/25 01:00:00 PM,102.567,2.517,,,,
1922,02/17/25 01:15:00 PM,102.552,2.517,,,,
1923,02/17/25 01:30:00 PM,102.565,2.410,,,,
1924,02/17/25 01:45:00 PM,102.580,2.410,,,,
1925,02/17/25 02:00:00 PM,102.610,2.410,,,,
1926,02/17/25 02:15:00 PM,102.610,2.410,,,,
1927,02/17/25 02:30:00 PM,102.627,2.517,,,,
1928,02/17/25 02:45:00 PM,102.658,2.517,,,,
1929,02/17/25 03:00:00 PM,102.673,2.517,,,,
1930,02/17/25 03:15:00 PM,102.688,2.517,,,,
1931,02/17/25 03:30:00 PM,102.688,2.517,,,,
1932,02/17/25 03:45:00 PM,102.703,2.517,,,,
1933,02/17/25 04:00:00 PM,102.718,2.517,,,,
1934,02/17/25 04:15:00 PM,102.748,2.517,,,,
1935,02/17/25 04:30:00 PM,102.763,2.517,,,,
1936,02/17/25 04:45:00 PM,102.778,2.517,,,,
1937,02/17/25 05:00:00 PM,102.795,2.624,,,,
1938,02/17/25 05:15:00 PM,102.763,2.517,,,,
1939,02/17/25 05:30:00 PM,102.824,2.517,,,,
1940,02/17/25 05:45:00 PM,102.793,2.517,,,,
1941,02/17/25 06:00:00 PM,102.824,2.517,,,,
1942,02/17/25 06:15:00 PM,102.824,2.517,,,,
1943,02/17/25 06:30:00 PM,102.824,2.517,,,,
1944,02/17/25 06:45:00 PM,102.882,2.410,,,,
1945,02/17/25 07:00:00 PM,102.882,2.410,,,,
1946,02/17/25 07:15:00 PM,102.867,2.410,,,,
1947,02/17/25 07:30:00 PM,102.897,2.410,,,,
1948,02/17/25 07:45:00 PM,102.912,2.410,,,,
1949,02/17/25 08:00:00 PM,102.941,2.303,,,,
1950,02/17/25 08:15:00 PM,102.956,2.303,,,,
1951,02/17/25 08:30:00 PM,102.971,2.303,,,,
1952,02/17/25 08:45:00 PM,102.986,2.303,,,,
1953,02/17/25 09:00:00 PM,103.016,2.303,,,,
1954,02/17/25 09:15:00 PM,103.031,2.303,,,,
1955,02/17/25 09:30:00 PM,103.074,2.195,,,,
1956,02/17/25 09:45:00 PM,103.074,2.195,,,,
1957,02/17/25 10:00:00 PM,103.044,2.195,,,,
1958,02/17/25 10:15:00 PM,103.090,2.195,,,,
1959,02/17/25 10:30:00 PM,103.105,2.195,,,,
1960,02/17/25 10:45:00 PM,103.135,2.195,,,,
1961,02/17/25 11:00:00 PM,103.135,2.195,,,,
1962,02/17/25 11:15:00 PM,103.148,2.088,,,,
1963,02/17/25 11:30:00 PM,103.163,2.088,,,,
1964,02/17/25 11:45:00 PM,103.148,2.088,,,,
1965,02/18/25 12:00:00 AM,103.163,2.088,,,,
1966,02/18/25 12:15:00 AM,103.178,2.088,,,,
1967,02/18/25 12:30:00 AM,103.193,2.088,,,,
1968,02/18/25 12:45:00 AM,103.193,2.088,,,,
1969,02/18/25 01:00:00 AM,103.208,2.088,,,,
1970,02/18/25 01:15:00 AM,103.224,2.088,,,,
1971,02/18/25 01:30:00 AM,103.224,2.088,,,,
1972,02/18/25 01:45:00 AM,103.239,2.088,,,,
1973,02/18/25 02:00:00 AM,103.224,2.088,,,,
1974,02/18/25 02:15:00 AM,103.254,2.088,,,,
1975,02/18/25 02:30:00 AM,103.239,2.088,,,,
1976,02/18/25 02:45:00 AM,103.237,1.980,,,,
1977,02/18/25 03:00:00 AM,103.239,2.088,,,,
1978,02/18/25 03:15:00 AM,103.252,1.980,,,,
1979,02/18/25 03:30:00 AM,103.252,1.980,,,,
1980,02/18/25 03:45:00 AM,103.267,1.980,,,,
1981,02/18/25 04:00:00 AM,103.237,1.980,,,,
1982,02/18/25 04:15:00 AM,103.252,1.980,,,,
1983,02/18/25 04:30:00 AM,103.222,1.980,,,,
1984,02/18/25 04:45:00 AM,103.252,1.980,,,,
1985,02/18/25 05:00:00 AM,103.237,1.980,,,,
1986,02/18/25 05:15:00 AM,103.237,1.980,,,,
1987,02/18/25 05:30:00 AM,103.222,1.980,,,,
1988,02/18/25 05:45:00 AM,103.206,1.980,,,,
1989,02/18/25 06:00:00 AM,103.206,1.980,,,,
1990,02/18/25 06:15:00 AM,103.206,1.980,,,,
1991,02/18/25 06:30:00 AM,103.222,1.980,,,,
1992,02/18/25 06:45:00 AM,103.237,1.980,,,,
1993,02/18/25 07:00:00 AM,103.252,1.980,,,,
1994,02/18/25 07:15:00 AM,103.237,1.980,,,,
1995,02/18/25 07:30:00 AM,103.267,1.980,,,,
1996,02/18/25 07:45:00 AM,103.267,1.980,,,,
1997,02/18/25 08:00:00 AM,103.252,1.980,,,,
1998,02/18/25 08:15:00 AM,103.267,1.980,,,,
1999,02/18/25 08:30:00 AM,103.267,1.980,,,,
2000,02/18/25 08:45:00 AM,103.267,1.980,,,,
2001,02/18/25 09:00:00 AM,103.282,1.980,,,,
2002,02/18/25 09:15:00 AM,103.267,1.980,,,,
2003,02/18/25 09:30:00 AM,103.252,1.980,,,,
2004,02/18/25 09:45:00 AM,103.254,2.088,,,,
2005,02/18/25 10:00:00 AM,103.239,2.088,,,,
2006,02/18/25 10:15:00 AM,103.208,2.088,,,,
2007,02/18/25 10:30:00 AM,103.256,2.195,,,,
2008,02/18/25 10:45:00 AM,103.225,2.195,,,,
2009,02/18/25 11:00:00 AM,103.241,2.195,,,,
2010,02/18/25 11:15:00 AM,103.273,2.303,,,,
2011,02/18/25 11:30:00 AM,103.258,2.303,,,,
2012,02/18/25 11:45:00 AM,103.244,2.410,,,,
2013,02/18/25 12:00:00 PM,103.229,2.410,,,,
2014,02/18/25 12:15:00 PM,103.186,2.517,,,,
2015,02/18/25 12:30:00 PM,103.233,2.624,,,,
2016,02/18/25 12:45:00 PM,103.248,2.624,,,,
2017,02/18/25 01:00:00 PM,103.220,2.730,,,,
2018,02/18/25 01:15:00 PM,103.190,2.730,,,,
2019,02/18/25 01:30:00 PM,103.175,2.730,,,,
2020,02/18/25 01:45:00 PM,103.130,2.730,,,,
2021,02/18/25 02:00:00 PM,103.190,2.730,,,,
2022,02/18/25 02:15:00 PM,103.177,2.837,,,,
2023,02/18/25 02:30:00 PM,103.162,2.837,,,,
2024,02/18/25 02:45:00 PM,103.177,2.837,,,,
2025,02/18/25 03:00:00 PM,103.162,2.837,,,,
2026,02/18/25 03:15:00 PM,103.162,2.837,,,,
2027,02/18/25 03:30:00 PM,103.131,2.837,,,,
2028,02/18/25 03:45:00 PM,103.131,2.837,,,,
2029,02/18/25 04:00:00 PM,103.116,2.837,,,,
2030,02/18/25 04:15:00 PM,103.116,2.837,,,,
2031,02/18/25 04:30:00 PM,103.086,2.837,,,,
2032,02/18/25 04:45:00 PM,103.069,2.730,,,,
2033,02/18/25 05:00:00 PM,103.099,2.730,,,,
2034,02/18/25 05:15:00 PM,103.084,2.730,,,,
2035,02/18/25 05:30:00 PM,103.069,2.730,,,,
2036,02/18/25 05:45:00 PM,103.009,2.730,,,,
